#Data Set Export - Turbidity Form Neph.YSI@34094983,,,,,
Timestamp (UTC-05:00),Value (Formazin Nephelometric Units),Grade Code,Approval Level,Interpolation Type,Event Timestamp
2017-06-01 00:00:00,1.8096420067848,52,1100,1,
2017-06-01 01:00:00,1.49979371668177,52,1100,1,
2017-06-01 02:00:00,1.28994542657873,52,1100,1,
2017-06-01 03:00:00,1.22009713647569,52,1100,1,
2017-06-01 04:00:00,1.66024884637266,52,1100,1,
2017-06-01 05:00:00,1.32040055626962,52,1100,1,
2017-06-01 06:00:00,1.62055226616658,52,1100,1,
2017-06-01 07:00:00,1.52070397606355,52,1100,1,
2017-06-01 08:00:00,1.91085568596051,52,1100,1,
2017-06-01 09:00:00,1.38100739585748,52,1100,1,
2017-06-01 10:00:00,1.52115910575444,52,1100,1,
2017-06-01 11:00:00,1.5513108156514,52,1100,1,
2017-06-01 12:00:00,1.43146252554837,52,1100,1,
2017-06-01 13:00:00,1.58161423544533,52,1100,1,
2017-06-01 14:00:00,1.41176594534229,52,1100,1,
2017-06-01 15:00:00,1.63191765523926,52,1100,1,
2017-06-01 16:00:00,1.72206936513622,52,1100,1,
2017-06-01 17:00:00,1.85222107503318,52,1100,1,
2017-06-01 18:00:00,1.27237278493015,52,1100,1,
2017-06-01 19:00:00,1.74252449482711,52,1100,1,
2017-06-01 20:00:00,1.12267620472408,52,1100,1,
2017-06-01 21:00:00,1.71282791462104,52,1100,1,
2017-06-01 22:00:00,1.782979624518,52,1100,1,
2017-06-01 23:00:00,1.29313133441497,52,1100,1,
2017-06-02 00:00:00,1.61328304431193,52,1100,1,
2017-06-02 01:00:00,1.65343475420889,52,1100,1,
2017-06-02 02:00:00,1.48358646410586,52,1100,1,
2017-06-02 03:00:00,1.32373817400282,52,1100,1,
2017-06-02 04:00:00,2.73388988389979,52,1100,1,
2017-06-02 05:00:00,1.07404159379675,52,1100,1,
2017-06-02 06:00:00,0.924193303693713,52,1100,1,
2017-06-02 07:00:00,1.32434501359068,52,1100,1,
2017-06-02 08:00:00,1.42449672348764,52,1100,1,
2017-06-02 09:00:00,1.8346484333846,52,1100,1,
2017-06-02 10:00:00,1.27480014328157,52,1100,1,
2017-06-02 11:00:00,0.984951853178531,52,1100,1,
2017-06-02 12:00:00,1.08510356307549,52,1100,1,
2017-06-02 13:00:00,1.21525527297246,52,1100,1,
2017-06-02 14:00:00,1.25540698286942,52,1100,1,
2017-06-02 15:00:00,1.05555869276639,52,1100,1,
2017-06-02 16:00:00,1.08571040266335,52,1100,1,
2017-06-02 17:00:00,1.26586211256031,52,1100,1,
2017-06-02 18:00:00,1.12601382245728,52,1100,1,
2017-06-02 19:00:00,1.13616553235424,52,1100,1,
2017-06-02 20:00:00,1.1763172422512,52,1100,1,
2017-06-02 21:00:00,0.936468952148168,52,1100,1,
2017-06-02 22:00:00,1.18662066204513,52,1100,1,
2017-06-02 23:00:00,1.0767723719421,52,1100,1,
2017-06-03 00:00:00,1.36692408183906,52,1100,1,
2017-06-03 01:00:00,1.91707579173602,52,1100,1,
2017-06-03 02:00:00,0.877227501632986,52,1100,1,
2017-06-03 03:00:00,2.01737921152995,52,1100,1,
2017-06-03 04:00:00,1.15753092142691,52,1100,1,
2017-06-03 05:00:00,1.01768263132388,52,1100,1,
2017-06-03 06:00:00,1.70783434122084,52,1100,1,
2017-06-03 07:00:00,1.11798605111781,52,1100,1,
2017-06-03 08:00:00,1.57813776101477,52,1100,1,
2017-06-03 09:00:00,1.17828947091173,52,1100,1,
2017-06-03 10:00:00,1.2584411808087,52,1100,1,
2017-06-03 11:00:00,1.38859289070566,52,1100,1,
2017-06-03 12:00:00,1.69874460060262,52,1100,1,
2017-06-03 13:00:00,1.25889631049959,52,1100,1,
2017-06-03 14:00:00,1.23904802039655,52,1100,1,
2017-06-03 15:00:00,1.15919973029351,52,1100,1,
2017-06-03 16:00:00,1.44935144019048,52,1100,1,
2017-06-03 17:00:00,1.43950315008744,52,1100,1,
2017-06-03 18:00:00,1.30965485998441,52,1100,1,
2017-06-03 19:00:00,1.46980656988137,52,1100,1,
2017-06-03 20:00:00,1.24995827977833,52,1100,1,
2017-06-03 21:00:00,1.4501099896753,52,1100,1,
2017-06-03 22:00:00,1.29026169957226,52,1100,1,
2017-06-03 23:00:00,0.830413409469224,52,1100,1,
2017-06-04 00:00:00,1.10056511936619,52,1100,1,
2017-06-04 01:00:00,1.70071682926315,52,1100,1,
2017-06-04 02:00:00,1.24086853916011,52,1100,1,
2017-06-04 03:00:00,1.86102024905708,52,1100,1,
2017-06-04 04:00:00,1.28117195895404,52,1100,1,
2017-06-04 05:00:00,1.09132366885101,52,1100,1,
2017-06-04 06:00:00,0.73147537874797,52,1100,1,
2017-06-04 07:00:00,0.721627088644934,52,1100,1,
2017-06-04 08:00:00,0.641778798541897,52,1100,1,
2017-06-04 09:00:00,0.791930508438861,52,1100,1,
2017-06-04 10:00:00,0.552082218335824,52,1100,1,
2017-06-04 11:00:00,0.712233928232788,52,1100,1,
2017-06-04 12:00:00,0.712385638129752,52,1100,1,
2017-06-04 13:00:00,0.752537348026716,52,1100,1,
2017-06-04 14:00:00,0.762689057923679,52,1100,1,
2017-06-04 15:00:00,0.792840767820643,52,1100,1,
2017-06-04 16:00:00,1.14299247771761,52,1100,1,
2017-06-04 17:00:00,1.42314418761457,52,1100,1,
2017-06-04 18:00:00,1.60329589751153,52,1100,1,
2017-06-04 19:00:00,1.3334476074085,52,1100,1,
2017-06-04 20:00:00,1.38359931730546,52,1100,1,
2017-06-04 21:00:00,1.52375102720243,52,1100,1,
2017-06-04 22:00:00,1.41390273709939,52,1100,1,
2017-06-04 23:00:00,1.49405444699635,52,1100,1,
2017-06-05 00:00:00,0.984206156893316,52,1100,1,
2017-06-05 01:00:00,1.01435786679028,52,1100,1,
2017-06-05 02:00:00,0.674509576687244,52,1100,1,
2017-06-05 03:00:00,0.424661286584207,52,1100,1,
2017-06-05 04:00:00,0.754812996481171,52,1100,1,
2017-06-05 05:00:00,0.764964706378135,52,1100,1,
2017-06-05 06:00:00,0.635116416275098,52,1100,1,
2017-06-05 07:00:00,0.545268126172062,52,1100,1,
2017-06-05 08:00:00,0.575419836069026,52,1100,1,
2017-06-05 09:00:00,0.465571545965989,52,1100,1,
2017-06-05 10:00:00,0.815723255862953,52,1100,1,
2017-06-05 11:00:00,0.595874965759917,52,1100,1,
2017-06-05 12:00:00,0.75602667565688,52,1100,1,
2017-06-05 13:00:00,0.756178385553844,52,1100,1,
2017-06-05 14:00:00,0.676330095450808,52,1100,1,
2017-06-05 15:00:00,0.696481805347771,52,1100,1,
2017-06-05 16:00:00,0.746633515244735,52,1100,1,
2017-06-05 17:00:00,0.916785225141699,52,1100,1,
2017-06-05 18:00:00,0.976936935038663,52,1100,1,
2017-06-05 19:00:00,0.917088644935626,52,1100,1,
2017-06-05 20:00:00,2.61724035483259,52,1100,1,
2017-06-05 21:00:00,0.947392064729554,52,1100,1,
2017-06-05 22:00:00,0.997543774626517,52,1100,1,
2017-06-05 23:00:00,0.637695484523481,52,1100,1,
2017-06-06 00:00:00,0.827847194420445,52,1100,1,
2017-06-06 01:00:00,0.767998904317408,52,1100,1,
2017-06-06 02:00:00,0.618150614214372,52,1100,1,
2017-06-06 03:00:00,0.628302324111336,52,1100,1,
2017-06-06 04:00:00,0.7084540340083,52,1100,1,
2017-06-06 05:00:00,0.748605743905263,52,1100,1,
2017-06-06 06:00:00,0.608757453802227,52,1100,1,
2017-06-06 07:00:00,1.25890916369919,52,1100,1,
2017-06-06 08:00:00,0.329060873596154,52,1100,1,
2017-06-06 09:00:00,0.229212583493118,52,1100,1,
2017-06-06 10:00:00,0.389364293390082,52,1100,1,
2017-06-06 11:00:00,0.549516003287045,52,1100,1,
2017-06-06 12:00:00,0.679667713184009,52,1100,1,
2017-06-06 13:00:00,1.55981942308097,52,1100,1,
2017-06-06 14:00:00,1.60997113297794,52,1100,1,
2017-06-06 15:00:00,1.5501228428749,52,1100,1,
2017-06-06 16:00:00,1.48027455277186,52,1100,1,
2017-06-06 17:00:00,1.32042626266883,52,1100,1,
2017-06-06 18:00:00,1.03057797256579,52,1100,1,
2017-06-06 19:00:00,0.680729682462755,52,1100,1,
2017-06-06 20:00:00,0.560881392359719,52,1100,1,
2017-06-06 21:00:00,0.781033102256682,52,1100,1,
2017-06-06 22:00:00,0.831184812153646,52,1100,1,
2017-06-06 23:00:00,0.94133652205061,52,1100,1,
2017-06-07 00:00:00,1.14148823194757,52,1100,1,
2017-06-07 01:00:00,1.16163994184454,52,1100,1,
2017-06-07 02:00:00,1.0017916517415,52,1100,1,
2017-06-07 03:00:00,0.831943361638464,52,1100,1,
2017-06-07 04:00:00,1.22209507153543,52,1100,1,
2017-06-07 05:00:00,0.942246781432392,52,1100,1,
2017-06-07 06:00:00,0.842398491329355,52,1100,1,
2017-06-07 07:00:00,0.772550201226319,52,1100,1,
2017-06-07 08:00:00,0.592701911123283,52,1100,1,
2017-06-07 09:00:00,1.36285362102025,52,1100,1,
2017-06-07 10:00:00,0.78300533091721,52,1100,1,
2017-06-07 11:00:00,1.00315704081417,52,1100,1,
2017-06-07 12:00:00,1.78330875071114,52,1100,1,
2017-06-07 13:00:00,2.1534604606081,52,1100,1,
2017-06-07 14:00:00,0.993612170505065,52,1100,1,
2017-06-07 15:00:00,0.773763880402029,52,1100,1,
2017-06-07 16:00:00,0.813915590298992,52,1100,1,
2017-06-07 17:00:00,0.984067300195956,52,1100,1,
2017-06-07 18:00:00,0.93421901009292,52,1100,1,
2017-06-07 19:00:00,1.07437071998988,52,1100,1,
2017-06-07 20:00:00,0.954522429886847,52,1100,1,
2017-06-07 21:00:00,1.32467413978381,52,1100,1,
2017-06-07 22:00:00,1.28482584968077,52,1100,1,
2017-06-07 23:00:00,3.08497755957774,52,1100,1,
2017-06-08 00:00:00,0.795129269474702,52,1100,1,
2017-06-08 01:00:00,0.815280979371666,52,1100,1,
2017-06-08 02:00:00,1.18543268926863,52,1100,1,
2017-06-08 03:00:00,1.28558439916559,52,1100,1,
2017-06-08 04:00:00,0.825736109062557,52,1100,1,
2017-06-08 05:00:00,0.11588781895952,52,1100,1,
2017-06-08 06:00:00,0.646039528856484,52,1100,1,
2017-06-08 07:00:00,0.506191238753448,52,1100,1,
2017-06-08 08:00:00,0.596342948650411,52,1100,1,
2017-06-08 09:00:00,0.596494658547375,52,1100,1,
2017-06-08 10:00:00,1.24664636844434,52,1100,1,
2017-06-08 11:00:00,0.916798078341302,52,1100,1,
2017-06-08 12:00:00,0.976949788238266,52,1100,1,
2017-06-08 13:00:00,0.85710149813523,52,1100,1,
2017-06-08 14:00:00,1.23725320803219,52,1100,1,
2017-06-08 15:00:00,1.56740491792916,52,1100,1,
2017-06-08 16:00:00,1.89755662782612,52,1100,1,
2017-06-08 17:00:00,1.00770833772308,52,1100,1,
2017-06-08 18:00:00,1.31786004762005,52,1100,1,
2017-06-08 19:00:00,1.38801175751701,52,1100,1,
2017-06-08 20:00:00,1.24816346741398,52,1100,1,
2017-06-08 21:00:00,1.13831517731094,52,1100,1,
2017-06-08 22:00:00,1.1484668872079,52,1100,1,
2017-06-08 23:00:00,1.21861859710487,52,1100,1,
2017-06-09 00:00:00,1.07877030700183,52,1100,1,
2017-06-09 01:00:00,0.658922016898794,52,1100,1,
2017-06-09 02:00:00,0.819073726795758,52,1100,1,
2017-06-09 03:00:00,0.599225436692721,52,1100,1,
2017-06-09 04:00:00,0.649377146589685,52,1100,1,
2017-06-09 05:00:00,0.559528856486649,52,1100,1,
2017-06-09 06:00:00,0.679680566383613,52,1100,1,
2017-06-09 07:00:00,0.679832276280576,52,1100,1,
2017-06-09 08:00:00,1.18998398617754,52,1100,1,
2017-06-09 09:00:00,0.770135696074504,52,1100,1,
2017-06-09 10:00:00,0.680287405971467,52,1100,1,
2017-06-09 11:00:00,0.970439115868431,52,1100,1,
2017-06-09 12:00:00,0.330590825765395,52,1100,1,
2017-06-09 13:00:00,0.390742535662358,52,1100,1,
2017-06-09 14:00:00,0.850894245559322,52,1100,1,
2017-06-09 15:00:00,1.02104595545629,52,1100,1,
2017-06-09 16:00:00,1.33119766535325,52,1100,1,
2017-06-09 17:00:00,0.801349375250213,52,1100,1,
2017-06-09 18:00:00,1.26150108514718,52,1100,1,
2017-06-09 19:00:00,1.30165279504414,52,1100,1,
2017-06-09 20:00:00,1.7618045049411,52,1100,1,
2017-06-09 21:00:00,2.31195621483807,52,1100,1,
2017-06-09 22:00:00,2.06210792473503,52,1100,1,
2017-06-09 23:00:00,2.872259634632,52,1100,1,
2017-06-10 00:00:00,1.80241134452896,52,1100,1,
2017-06-10 01:00:00,1.64256305442592,52,1100,1,
2017-06-10 02:00:00,1.93271476432289,52,1100,1,
2017-06-10 03:00:00,1.98286647421985,52,1100,1,
2017-06-10 04:00:00,1.58301818411681,52,1100,1,
2017-06-10 05:00:00,1.48316989401378,52,1100,1,
2017-06-10 06:00:00,0.813321603910741,52,1100,1,
2017-06-10 07:00:00,2.0734733138077,52,1100,1,
2017-06-10 08:00:00,1.44362502370467,52,1100,1,
2017-06-10 09:00:00,1.19377673360163,52,1100,1,
2017-06-10 10:00:00,1.1339284434986,52,1100,1,
2017-06-10 11:00:00,1.57408015339556,52,1100,1,
2017-06-10 12:00:00,1.32423186329252,52,1100,1,
2017-06-10 13:00:00,1.96438357318949,52,1100,1,
2017-06-10 14:00:00,1.59453528308645,52,1100,1,
2017-06-10 15:00:00,2.01468699298341,52,1100,1,
2017-06-10 16:00:00,2.05483870288038,52,1100,1,
2017-06-10 17:00:00,3.31499041277734,52,1100,1,
2017-06-10 18:00:00,3.18514212267431,52,1100,1,
2017-06-10 19:00:00,2.40529383257127,52,1100,1,
2017-06-10 20:00:00,0.925445542468233,52,1100,1,
2017-06-10 21:00:00,1.4655972523652,52,1100,1,
2017-06-10 22:00:00,1.39574896226216,52,1100,1,
2017-06-10 23:00:00,1.69590067215912,52,1100,1,
2017-06-11 00:00:00,1.85605238205609,52,1100,1,
2017-06-11 01:00:00,3.53620409195305,52,1100,1,
2017-06-11 02:00:00,1.86635580185001,52,1100,1,
2017-06-11 03:00:00,2.20650751174698,52,1100,1,
2017-06-11 04:00:00,1.59665922164394,52,1100,1,
2017-06-11 05:00:00,1.84681093154091,52,1100,1,
2017-06-11 06:00:00,2.41696264143787,52,1100,1,
2017-06-11 07:00:00,1.58711435133483,52,1100,1,
2017-06-11 08:00:00,1.1172660612318,52,1100,1,
2017-06-11 09:00:00,1.54741777112876,52,1100,1,
2017-06-11 10:00:00,1.94756948102572,52,1100,1,
2017-06-11 11:00:00,1.79772119092269,52,1100,1,
2017-06-11 12:00:00,1.84787290081965,52,1100,1,
2017-06-11 13:00:00,1.86802461071662,52,1100,1,
2017-06-11 14:00:00,2.05817632061358,52,1100,1,
2017-06-11 15:00:00,1.91832803051054,52,1100,1,
2017-06-11 16:00:00,2.16847974040751,52,1100,1,
2017-06-11 17:00:00,2.00863145030447,52,1100,1,
2017-06-11 18:00:00,2.10878316020143,52,1100,1,
2017-06-11 19:00:00,1.8289348700984,52,1100,1,
2017-06-11 20:00:00,2.15908657999536,52,1100,1,
2017-06-11 21:00:00,2.60923828989233,52,1100,1,
2017-06-11 22:00:00,1.96938999978929,52,1100,1,
2017-06-11 23:00:00,1.61954170968625,52,1100,1,
2017-06-12 00:00:00,2.07969341958322,52,1100,1,
2017-06-12 01:00:00,1.32984512948018,52,1100,1,
2017-06-12 02:00:00,1.94999683937714,52,1100,1,
2017-06-12 03:00:00,1.56014854927411,52,1100,1,
2017-06-12 04:00:00,1.55030025917107,52,1100,1,
2017-06-12 05:00:00,1.70045196906803,52,1100,1,
2017-06-12 06:00:00,1.940603678965,52,1100,1,
2017-06-12 07:00:00,1.76075538886196,52,1100,1,
2017-06-12 08:00:00,1.49090709875893,52,1100,1,
2017-06-12 09:00:00,1.65105880865589,52,1100,1,
2017-06-12 10:00:00,1.57121051855285,52,1100,1,
2017-06-12 11:00:00,1.31136222844982,52,1100,1,
2017-06-12 12:00:00,1.02151393834678,52,1100,1,
2017-06-12 13:00:00,1.39166564824374,52,1100,1,
2017-06-12 14:00:00,1.36181735814071,52,1100,1,
2017-06-12 15:00:00,1.36196906803767,52,1100,1,
2017-06-12 16:00:00,1.41212077793464,52,1100,1,
2017-06-12 17:00:00,1.4622724878316,52,1100,1,
2017-06-12 18:00:00,1.95242419772856,52,1100,1,
2017-06-12 19:00:00,1.74257590762553,52,1100,1,
2017-06-12 20:00:00,2.10272761752249,52,1100,1,
2017-06-12 21:00:00,2.12287932741945,52,1100,1,
2017-06-12 22:00:00,2.60303103731642,52,1100,1,
2017-06-12 23:00:00,1.67318274721338,52,1100,1,
2017-06-13 00:00:00,1.67333445711034,52,1100,1,
2017-06-13 01:00:00,2.36348616700731,52,1100,1,
2017-06-13 02:00:00,0.983637876904272,52,1100,1,
2017-06-13 03:00:00,1.42378958680124,52,1100,1,
2017-06-13 04:00:00,1.8939412966982,52,1100,1,
2017-06-13 05:00:00,1.41409300659516,52,1100,1,
2017-06-13 06:00:00,1.04424471649213,52,1100,1,
2017-06-13 07:00:00,1.13439642638909,52,1100,1,
2017-06-13 08:00:00,0.984548136286054,52,1100,1,
2017-06-13 09:00:00,0.884699846183018,52,1100,1,
2017-06-13 10:00:00,0.684851556079981,52,1100,1,
2017-06-13 11:00:00,0.825003265976945,52,1100,1,
2017-06-13 12:00:00,1.21515497587391,52,1100,1,
2017-06-13 13:00:00,1.57530668577087,52,1100,1,
2017-06-13 14:00:00,2.17545839566784,52,1100,1,
2017-06-13 15:00:00,1.7956101055648,52,1100,1,
2017-06-13 16:00:00,1.85576181546176,52,1100,1,
2017-06-13 17:00:00,1.62591352535873,52,1100,1,
2017-06-13 18:00:00,1.51606523525569,52,1100,1,
2017-06-13 19:00:00,1.98621694515265,52,1100,1,
2017-06-13 20:00:00,1.36636865504962,52,1100,1,
2017-06-13 21:00:00,1.31652036494658,52,1100,1,
2017-06-13 22:00:00,1.04667207484355,52,1100,1,
2017-06-13 23:00:00,1.79682378474051,52,1100,1,
2017-06-14 00:00:00,1.68697549463747,52,1100,1,
2017-06-14 01:00:00,1.34712720453444,52,1100,1,
2017-06-14 02:00:00,0.887278914431401,52,1100,1,
2017-06-14 03:00:00,1.06743062432836,52,1100,1,
2017-06-14 04:00:00,1.24758233422533,52,1100,1,
2017-06-14 05:00:00,1.13773404412229,52,1100,1,
2017-06-14 06:00:00,0.747885754019255,52,1100,1,
2017-06-14 07:00:00,0.668037463916219,52,1100,1,
2017-06-14 08:00:00,0.848189173813183,52,1100,1,
2017-06-14 09:00:00,1.23834088371015,52,1100,1,
2017-06-14 10:00:00,1.23849259360711,52,1100,1,
2017-06-14 11:00:00,1.26864430350407,52,1100,1,
2017-06-14 12:00:00,1.12879601340104,52,1100,1,
2017-06-14 13:00:00,1.668947723298,52,1100,1,
2017-06-14 14:00:00,1.91909943319496,52,1100,1,
2017-06-14 15:00:00,1.20925114309193,52,1100,1,
2017-06-14 16:00:00,1.55940285298889,52,1100,1,
2017-06-14 17:00:00,1.47955456288586,52,1100,1,
2017-06-14 18:00:00,1.05970627278282,52,1100,1,
2017-06-14 19:00:00,0.889857982679783,52,1100,1,
2017-06-14 20:00:00,1.48000969257675,52,1100,1,
2017-06-14 21:00:00,1.16016140247371,52,1100,1,
2017-06-14 22:00:00,1.87031311237067,52,1100,1,
2017-06-14 23:00:00,1.61046482226764,52,1100,1,
2017-06-15 00:00:00,1.7606165321646,52,1100,1,
2017-06-15 01:00:00,1.47076824206157,52,1100,1,
2017-06-15 02:00:00,1.40091995195853,52,1100,1,
2017-06-15 03:00:00,1.04107166185549,52,1100,1,
2017-06-15 04:00:00,0.981223371752456,52,1100,1,
2017-06-15 05:00:00,0.67137508164942,52,1100,1,
2017-06-15 06:00:00,0.841526791546384,52,1100,1,
2017-06-15 07:00:00,1.24167850144335,52,1100,1,
2017-06-15 08:00:00,0.601830211340311,52,1100,1,
2017-06-15 09:00:00,0.611981921237275,52,1100,1,
2017-06-15 10:00:00,0.452133631134239,52,1100,1,
2017-06-15 11:00:00,0.602285341031202,52,1100,1,
2017-06-15 12:00:00,0.472437050928166,52,1100,1,
2017-06-15 13:00:00,0.54258876082513,52,1100,1,
2017-06-15 14:00:00,0.602740470722093,52,1100,1,
2017-06-15 15:00:00,0.592892180619057,52,1100,1,
2017-06-15 16:00:00,0.483043890516021,52,1100,1,
2017-06-15 17:00:00,0.573195600412984,52,1100,1,
2017-06-15 18:00:00,0.673347310309948,52,1100,1,
2017-06-15 19:00:00,0.513499020206912,52,1100,1,
2017-06-15 20:00:00,1.16365073010388,52,1100,1,
2017-06-15 21:00:00,0.613802440000839,52,1100,1,
2017-06-15 22:00:00,1.1539541498978,52,1100,1,
2017-06-15 23:00:00,1.59410585979477,52,1100,1,
2017-06-16 00:00:00,2.11425756969173,52,1100,1,
2017-06-16 01:00:00,0.934409279588694,52,1100,1,
2017-06-16 02:00:00,0.924560989485658,52,1100,1,
2017-06-16 03:00:00,0.614712699382621,52,1100,1,
2017-06-16 04:00:00,0.534864409279585,52,1100,1,
2017-06-16 05:00:00,0.865016119176549,52,1100,1,
2017-06-16 06:00:00,0.625167829073512,52,1100,1,
2017-06-16 07:00:00,1.57531953897048,52,1100,1,
2017-06-16 08:00:00,2.40547124886744,52,1100,1,
2017-06-16 09:00:00,2.2456229587644,52,1100,1,
2017-06-16 10:00:00,1.02577466866137,52,1100,1,
2017-06-16 11:00:00,3.03592637855833,52,1100,1,
2017-06-16 12:00:00,0.406078088455295,52,1100,1,
2017-06-16 13:00:00,0.486229798352258,52,1100,1,
2017-06-16 14:00:00,0.776381508249222,52,1100,1,
2017-06-16 15:00:00,1.44653321814619,52,1100,1,
2017-06-16 16:00:00,2.08668492804315,52,1100,1,
2017-06-16 17:00:00,1.15683663794011,52,1100,1,
2017-06-16 18:00:00,1.86698834783708,52,1100,1,
2017-06-16 19:00:00,1.05714005773404,52,1100,1,
2017-06-16 20:00:00,1.227291767631,52,1100,1,
2017-06-16 21:00:00,1.23744347752797,52,1100,1,
2017-06-16 22:00:00,2.45759518742493,52,1100,1,
2017-06-16 23:00:00,2.4177468973219,52,1100,1,
2017-06-17 00:00:00,1.83789860721886,52,1100,1,
2017-06-17 01:00:00,1.88805031711582,52,1100,1,
2017-06-17 02:00:00,1.29820202701279,52,1100,1,
2017-06-17 03:00:00,1.95835373690975,52,1100,1,
2017-06-17 04:00:00,0.898505446806714,52,1100,1,
2017-06-17 05:00:00,1.97865715670368,52,1100,1,
2017-06-17 06:00:00,2.09880886660064,52,1100,1,
2017-06-17 07:00:00,1.2989605764976,52,1100,1,
2017-06-17 08:00:00,1.00911228639457,52,1100,1,
2017-06-17 09:00:00,1.16926399629153,52,1100,1,
2017-06-17 10:00:00,1.8394157061885,52,1100,1,
2017-06-17 11:00:00,1.48956741608546,52,1100,1,
2017-06-17 12:00:00,1.77971912598242,52,1100,1,
2017-06-17 13:00:00,1.02987083587939,52,1100,1,
2017-06-17 14:00:00,1.89002254577635,52,1100,1,
2017-06-17 15:00:00,1.99017425567331,52,1100,1,
2017-06-17 16:00:00,4.28032596557028,52,1100,1,
2017-06-17 17:00:00,4.69047767546724,52,1100,1,
2017-06-17 18:00:00,3.64062938536421,52,1100,1,
2017-06-17 19:00:00,3.91078109526117,52,1100,1,
2017-06-17 20:00:00,3.01093280515813,52,1100,1,
